date,name,latitude,longitude
2015-06-07,Cantharellus cibarius,42.344545,-79.431179
2015-12-18,Lactarius indigo,26.3442462777,-81.7315864563
2015-10-13,Calvatia gigantea,39.0410251395,-84.5321756366
2015-07-05,Cantharellus lateritius,33.7436481,-84.62697
2015-09-25,Laetiporus sulphureus,43.6906094347,-70.2887881483
2015-09-21,Cantharellus formosus,40.9282737802,-124.0781051978
2015-11-03,Lactarius paradoxus,32.216316,-80.752608
2015-10-10,Calvatia gigantea,40.2363397384,-77.4817565915
2015-10-09,Boletus variipes fagicola,32.235855,-80.715094
2015-12-05,Lactarius indigo,28.46041,-80.946278
2015-11-02,Laetiporus sulphureus,40.068,-75.2815388889
2015-11-03,Grifola frondosa,40.0682638889,-75.2818833333
2015-10-02,Laetiporus sulphureus,34.81915372,-92.4580192566
2015-01-17,Lactarius alnicola,34.511702036,-119.3823766706
2015-05-23,Morchella americana,42.3993471694,-85.3847908991
2015-04-10,Morchella esculenta,34.6752172511,-82.8229665756
2015-07-04,Lactarius indigo,33.975787,-93.180649
2015-09-24,Laetiporus sulphureus,41.8642800767,-87.7836418116
2015-09-02,Laetiporus sulphureus,41.3358915,-71.9058854
2015-05-02,Morchella angusticeps,42.07385,-87.8724
2015-05-07,Morchella americana,40.793,-77.8594
2015-05-09,Morchella americana,42.1418,-87.82505
2015-05-10,Morchella americana,42.0079,-87.8637
2015-05-12,Morchella americana,42.06355,-87.7749
2015-05-12,Morchella punctipes,42.06355,-87.7749
2015-05-25,Morchella snyderi,41.2742,-122.056
2015-09-01,Calvatia gigantea,42.45752,-71.2847883333
2015-11-27,Hericium erinaceus,38.6407199,-77.1515952
2015-10-15,Grifola frondosa,42.4923385,-84.0511025
2015-09-12,Lactarius indigo,26.47105,-81.76265
2015-10-16,Lactarius maculatipes,26.4398,-81.54705
2015-12-14,Lactarius indigo,26.4398,-81.54705
2015-06-17,Laetiporus sulphureus,40.8379168935,-73.223887011
2015-01-08,Hericium erinaceus,37.796763,-121.843872
2015-08-10,Laetiporus sulphureus,39.6719004617,-79.7604417801
2015-07-15,Laetiporus sulphureus,39.6771028825,-79.7662138939
2015-08-09,Laetiporus sulphureus,45.0166192347,-92.6844449046
2015-08-12,Hypomyces lactifluorum,48.0014868375,-90.3629801242
2015-09-13,Laetiporus sulphureus,41.1363162,-81.5280801
2015-09-03,Laetiporus sulphureus,41.1399175,-81.5757635
2015-09-03,Laetiporus sulphureus,41.1399175,-81.5757635
2015-12-06,Pleurotus ostreatus,36.319551,-121.859665
2015-06-29,Boletus chippewaensis,43.39445,-70.64825
2015-07-02,Boletus subvelutipes,43.39445,-70.64825
2015-07-08,Cantharellus enelensis,43.39445,-70.64825
2015-07-18,Laetiporus sulphureus,43.39445,-70.64825
2015-09-06,Boletus pallidus,43.39445,-70.64825
2015-10-29,Laetiporus sulphureus,43.4446,-70.3474
2015-09-21,Laetiporus sulphureus,41.3172184,-81.4192248
2015-10-06,Hericium americanum,43.5425757225,-90.0240325928
2015-10-31,Hericium erinaceus,43.031898017,-76.1365628242
2015-10-04,Boletus paluster,46.5309397237,-92.7541011633
2015-08-23,Laetiporus sulphureus,43.0478914916,-89.4238493155
2015-10-14,Calvatia gigantea,38.9100644801,-79.6902168817
2015-08-25,Laetiporus sulphureus,39.2770584718,-79.4861272484
2015-09-02,Hypomyces lactifluorum,46.5303713806,-92.7543130578
2015-05-02,Pleurotus ostreatus,38.926252989,-79.9528537452
2015-08-08,Laetiporus sulphureus,42.1776883333,-77.2811366667
2015-11-02,Hericium erinaceus,34.14,-84.7
2015-06-15,Boletus edulis,41.8474720614,-80.9207161104
2015-08-28,Lactarius marylandicus,39.82395,-84.91325
2015-09-09,Cantharellus appalachiensis,39.8156,-84.88875
2015-09-09,Boletus harrisonii,39.8156,-84.88875
2015-09-09,Lactarius subserifluus,39.748,-84.9167
2015-09-15,Boletus subvelutipes,39.82395,-84.91325
2015-11-08,Hericium erinaceus,39.55255,-84.7339
2015-09-09,Cantharellus cinnabarinus,39.748,-84.9167
2015-08-30,Boletus rubriceps,35.80925,-105.769
2015-09-21,Hericium americanum,44.271,-69.7993
2015-06-16,Cantharellus minor,42.08295,-78.43195
2015-07-09,Cantharellus appalachiensis,42.13555,-78.71815
2015-07-09,Boletus variipes fagicola,42.12695,-78.7216
2015-07-23,Boletus nobilis,42.069,-78.874
2015-11-03,Hericium americanum,41.9195,-78.84915
2015-12-24,Lactarius alnicola,37.3336581,-121.8907041
2015-12-25,Pleurotus ostreatus,37.3336581,-121.8907041
2015-06-01,Cantharellus lateritius,33.991,-83.4954
2015-06-04,Cantharellus lateritius,33.90245,-83.3843
2015-06-21,Cantharellus cinnabarinus,33.991,-83.4954
2015-08-22,Boletus separans,33.991,-83.4954
2015-08-24,Boletus separans,33.991,-83.4954
2015-08-27,Cantharellus lateritius,33.991,-83.4954
2015-10-11,Hericium coralloides,33.991,-83.4954
2015-07-02,Lactarius indigo,29.7663145492,-95.4498195648
2015-09-02,Pleurotus ostreatus,29.7649920594,-95.4509353638
2015-11-12,Pleurotus ostreatus,29.7649175524,-95.4509675503
2015-12-02,Hericium erinaceus,29.7651410732,-95.454647541
2015-07-02,Lactarius indigo,29.7665101271,-95.4499268532
2015-11-15,Pleurotus ostreatus,41.1242778333,-73.8045883333
2015-05-08,Morchella esculenta,42.5768304862,-92.110454119
2015-09-14,Hypomyces lactifluorum,43.74034167,-72.49233333
2015-01-20,Pleurotus ostreatus,40.1849632263,-122.2347869873
2015-12-11,Pleurotus ostreatus,44.0003514852,-73.1957934109
2015-06-27,Laetiporus sulphureus,39.6533361111,-79.9812555556
2015-09-05,Hericium coralloides,39.6611444444,-79.7354194444
2015-07-17,Hericium coralloides,39.6610555556,-79.7352833333
2015-07-26,Laetiporus sulphureus,41.45992,-72.2779383333
